lat;lon;U;V
55.27;20.28;-7.45;3.41
55.28;20.28;-7.48;3.4
55.29;20.28;-7.52;3.39
55.3;20.28;-7.56;3.37
55.31;20.28;-7.59;3.35
55.32;20.28;-7.63;3.34
55.33;20.28;-7.67;3.32
55.33;20.28;-7.7;3.3
55.34;20.28;-7.73;3.28
55.35;20.28;-7.77;3.25
55.36;20.28;-7.8;3.22
55.37;20.28;-7.84;3.19
55.38;20.28;-7.87;3.14
55.39;20.28;-7.9;3.09
55.4;20.28;-7.92;3.02
55.41;20.28;-7.95;2.91
55.42;20.28;-7.96;2.78
55.42;20.28;-7.94;2.6
55.43;20.28;-7.9;2.37
55.44;20.28;-7.77;2.06
55.45;20.28;-7.46;1.63
55.46;20.28;-6.73;1.08
54.95;20.29;-4.62;0.73
54.96;20.29;-4.09;1.46
54.97;20.29;-9.38;1.61
54.97;20.29;-9.51;1.92
54.98;20.29;-9.43;2.19
54.99;20.29;-9.27;2.42
55;20.29;-9.09;2.62
55.01;20.29;-8.92;2.78
55.02;20.29;-8.76;2.9
55.03;20.29;-8.61;2.98
55.04;20.29;-8.45;3.05
55.05;20.29;-8.29;3.13
55.06;20.29;-8.13;3.2
55.06;20.29;-7.99;3.27
55.07;20.29;-7.87;3.33
55.08;20.29;-7.76;3.37
55.09;20.29;-7.67;3.4
55.1;20.29;-7.6;3.42
55.11;20.29;-7.55;3.43
55.12;20.29;-7.51;3.43
55.13;20.29;-7.47;3.43
55.14;20.29;-7.45;3.43
55.15;20.29;-7.42;3.44
55.15;20.29;-7.4;3.44
55.16;20.29;-7.38;3.44
55.17;20.29;-7.37;3.45
55.18;20.29;-7.36;3.45
55.19;20.29;-7.36;3.45
55.2;20.29;-7.36;3.44
55.21;20.29;-7.36;3.44
55.22;20.29;-7.37;3.44
55.23;20.29;-7.38;3.44
55.24;20.29;-7.39;3.44
55.24;20.29;-7.41;3.43
55.25;20.29;-7.44;3.43
55.26;20.29;-7.46;3.42
55.27;20.29;-7.49;3.41
55.28;20.29;-7.53;3.4
55.29;20.29;-7.56;3.38
55.3;20.29;-7.6;3.36
55.31;20.29;-7.64;3.34
55.32;20.29;-7.68;3.32
55.33;20.29;-7.72;3.3
55.33;20.29;-7.75;3.28
55.34;20.29;-7.78;3.27
55.35;20.29;-7.81;3.24
55.36;20.29;-7.84;3.21
55.37;20.29;-7.87;3.18
55.38;20.29;-7.89;3.15
55.39;20.29;-7.92;3.1
55.4;20.29;-7.94;3.02
55.41;20.29;-7.97;2.91
55.42;20.29;-7.98;2.78
55.42;20.29;-7.97;2.6
55.43;20.29;-7.91;2.36
55.44;20.29;-7.78;2.05
55.45;20.29;-7.46;1.63
55.46;20.29;-6.73;1.08
54.95;20.31;-9.37;0.58
54.96;20.31;-8.67;1.49
54.97;20.31;-9.32;1.93
54.97;20.31;-9.44;2.15
54.98;20.31;-9.37;2.35
54.99;20.31;-9.24;2.54
55;20.31;-9.08;2.7
55.01;20.31;-8.92;2.81
55.02;20.31;-8.77;2.9
55.03;20.31;-8.63;2.97
55.04;20.31;-8.49;3.03
55.05;20.31;-8.34;3.11
55.06;20.31;-8.19;3.18
55.06;20.31;-8.05;3.24
55.07;20.31;-7.93;3.3
55.08;20.31;-7.82;3.34
55.09;20.31;-7.74;3.37
55.1;20.31;-7.66;3.39
55.11;20.31;-7.61;3.41
55.12;20.31;-7.56;3.41
55.13;20.31;-7.53;3.42
55.14;20.31;-7.5;3.42
55.15;20.31;-7.47;3.43
55.15;20.31;-7.45;3.43
55.16;20.31;-7.43;3.44
55.17;20.31;-7.41;3.44
55.18;20.31;-7.4;3.45
55.19;20.31;-7.4;3.45
55.2;20.31;-7.4;3.44
55.21;20.31;-7.4;3.44
55.22;20.31;-7.41;3.44
55.23;20.31;-7.42;3.44
55.24;20.31;-7.44;3.44
55.24;20.31;-7.45;3.44
55.25;20.31;-7.48;3.43
55.26;20.31;-7.51;3.42
55.27;20.31;-7.54;3.41
55.28;20.31;-7.57;3.4
55.29;20.31;-7.61;3.38
55.3;20.31;-7.65;3.35
55.31;20.31;-7.7;3.33
55.32;20.31;-7.74;3.3
55.33;20.31;-7.77;3.28
55.33;20.31;-7.8;3.27
55.34;20.31;-7.82;3.25
55.35;20.31;-7.85;3.24
55.36;20.31;-7.87;3.21
55.37;20.31;-7.89;3.19
55.38;20.31;-7.91;3.15
55.39;20.31;-7.93;3.1
55.4;20.31;-7.96;3.02
55.41;20.31;-7.98;2.91
55.42;20.31;-7.99;2.77
55.42;20.31;-7.98;2.59
55.43;20.31;-7.93;2.35
55.44;20.31;-7.79;2.03
55.45;20.31;-7.47;1.62
55.46;20.31;-6.73;1.07
54.95;20.32;-9.52;0.57
54.96;20.32;-9.35;1.47
54.97;20.32;-9.42;1.97
54.97;20.32;-9.41;2.26
54.98;20.32;-9.33;2.45
54.99;20.32;-9.2;2.61
55;20.32;-9.05;2.73
55.01;20.32;-8.92;2.83
55.02;20.32;-8.79;2.9
55.03;20.32;-8.66;2.96
55.04;20.32;-8.53;3.02
55.05;20.32;-8.39;3.09
55.06;20.32;-8.25;3.15
55.06;20.32;-8.12;3.21
55.07;20.32;-8;3.26
55.08;20.32;-7.89;3.3
55.09;20.32;-7.8;3.34
55.1;20.32;-7.73;3.36
55.11;20.32;-7.67;3.38
55.12;20.32;-7.62;3.39
55.13;20.32;-7.58;3.4
55.14;20.32;-7.55;3.41
55.15;20.32;-7.52;3.42
55.15;20.32;-7.49;3.42
55.16;20.32;-7.47;3.43
55.17;20.32;-7.46;3.44
55.18;20.32;-7.45;3.44
55.19;20.32;-7.44;3.44
55.2;20.32;-7.44;3.44
55.21;20.32;-7.45;3.44
55.22;20.32;-7.45;3.44
55.23;20.32;-7.46;3.44
55.24;20.32;-7.48;3.44
55.24;20.32;-7.5;3.44
55.25;20.32;-7.52;3.43
55.26;20.32;-7.55;3.42
55.27;20.32;-7.59;3.41
55.28;20.32;-7.62;3.39
55.29;20.32;-7.66;3.37
55.3;20.32;-7.71;3.34
55.31;20.32;-7.75;3.31
55.32;20.32;-7.79;3.29
55.33;20.32;-7.82;3.27
55.33;20.32;-7.84;3.26
55.34;20.32;-7.86;3.25
55.35;20.32;-7.87;3.24
55.36;20.32;-7.89;3.22
55.37;20.32;-7.91;3.2
55.38;20.32;-7.92;3.16
55.39;20.32;-7.95;3.1
55.4;20.32;-7.97;3.02
55.41;20.32;-8;2.91
55.42;20.32;-8.01;2.77
55.42;20.32;-8;2.59
55.43;20.32;-7.94;2.35
55.44;20.32;-7.8;2.03
55.45;20.32;-7.48;1.6
55.46;20.32;-6.75;1.06
54.94;20.34;-4.99;0.67
54.95;20.34;-9.61;1.45
54.96;20.34;-9.57;1.74
54.97;20.34;-9.51;2.06
54.97;20.34;-9.41;2.29
54.98;20.34;-9.3;2.47
54.99;20.34;-9.18;2.62
55;20.34;-9.05;2.73
55.01;20.34;-8.92;2.82
55.02;20.34;-8.8;2.89
55.03;20.34;-8.68;2.95
55.04;20.34;-8.55;3.01
55.05;20.34;-8.43;3.06
55.06;20.34;-8.3;3.12
55.06;20.34;-8.18;3.17
55.07;20.34;-8.06;3.22
55.08;20.34;-7.96;3.26
55.09;20.34;-7.87;3.3
55.1;20.34;-7.79;3.33
55.11;20.34;-7.73;3.35
55.12;20.34;-7.68;3.37
55.13;20.34;-7.64;3.38
55.14;20.34;-7.61;3.39
55.15;20.34;-7.57;3.4
55.15;20.34;-7.55;3.41
55.16;20.34;-7.53;3.42
55.17;20.34;-7.51;3.42
55.18;20.34;-7.5;3.43
55.19;20.34;-7.49;3.43
55.2;20.34;-7.49;3.43
55.21;20.34;-7.49;3.44
55.22;20.34;-7.5;3.44
55.23;20.34;-7.51;3.44
55.24;20.34;-7.53;3.44
55.24;20.34;-7.55;3.43
55.25;20.34;-7.58;3.42
55.26;20.34;-7.61;3.41
55.27;20.34;-7.64;3.4
55.28;20.34;-7.68;3.38
55.29;20.34;-7.72;3.36
55.3;20.34;-7.76;3.33
55.31;20.34;-7.8;3.3
55.32;20.34;-7.84;3.27
55.33;20.34;-7.86;3.26
55.33;20.34;-7.88;3.25
55.34;20.34;-7.89;3.25
55.35;20.34;-7.9;3.24
55.36;20.34;-7.91;3.23
55.37;20.34;-7.92;3.21
55.38;20.34;-7.93;3.17
55.39;20.34;-7.96;3.11
55.4;20.34;-7.98;3.03
55.41;20.34;-8.01;2.92
55.42;20.34;-8.02;2.77
55.42;20.34;-8.01;2.59
55.43;20.34;-7.95;2.34
55.44;20.34;-7.82;2.02
55.45;20.34;-7.5;1.59
55.46;20.34;-6.78;1.04
54.94;20.36;-9.97;0.65
54.95;20.36;-9.71;1.47
54.96;20.36;-9.64;1.78
54.97;20.36;-9.53;2.06
54.97;20.36;-9.42;2.27
54.98;20.36;-9.3;2.46
54.99;20.36;-9.17;2.61
55;20.36;-9.04;2.73
55.01;20.36;-8.92;2.82
55.02;20.36;-8.81;2.89
55.03;20.36;-8.69;2.95
55.04;20.36;-8.58;3
55.05;20.36;-8.47;3.04
55.06;20.36;-8.35;3.08
55.06;20.36;-8.24;3.13
55.07;20.36;-8.13;3.18
55.08;20.36;-8.03;3.22
55.09;20.36;-7.94;3.26
55.1;20.36;-7.86;3.29
55.11;20.36;-7.8;3.32
55.12;20.36;-7.75;3.34
55.13;20.36;-7.7;3.36
55.14;20.36;-7.67;3.37
55.15;20.36;-7.63;3.38
55.15;20.36;-7.61;3.39
55.16;20.36;-7.59;3.4
55.17;20.36;-7.57;3.4
55.18;20.36;-7.56;3.41
55.19;20.36;-7.55;3.42
55.2;20.36;-7.55;3.42
55.21;20.36;-7.55;3.43
55.22;20.36;-7.55;3.43
55.23;20.36;-7.57;3.43
55.24;20.36;-7.58;3.43
55.24;20.36;-7.61;3.42
55.25;20.36;-7.63;3.41
55.26;20.36;-7.67;3.39
55.27;20.36;-7.7;3.38
55.28;20.36;-7.74;3.36
55.29;20.36;-7.77;3.34
55.3;20.36;-7.81;3.31
55.31;20.36;-7.85;3.29
55.32;20.36;-7.88;3.27
55.33;20.36;-7.9;3.25
55.33;20.36;-7.91;3.25
55.34;20.36;-7.91;3.25
55.35;20.36;-7.91;3.24
55.36;20.36;-7.92;3.23
55.37;20.36;-7.93;3.21
55.38;20.36;-7.94;3.18
55.39;20.36;-7.96;3.12
55.4;20.36;-7.99;3.03
55.41;20.36;-8.01;2.92
55.42;20.36;-8.03;2.77
55.42;20.36;-8.02;2.59
55.43;20.36;-7.97;2.34
55.44;20.36;-7.84;2.02
55.45;20.36;-7.53;1.59
55.46;20.36;-6.81;1.03
54.94;20.37;-4.98;0.66
54.95;20.37;-9.81;1.44
54.96;20.37;-9.67;1.7
54.97;20.37;-9.55;1.98
54.97;20.37;-9.43;2.21
54.98;20.37;-9.3;2.4
54.99;20.37;-9.17;2.57
55;20.37;-9.04;2.7
55.01;20.37;-8.92;2.81
55.02;20.37;-8.81;2.88
55.03;20.37;-8.71;2.94
55.04;20.37;-8.61;2.98
55.05;20.37;-8.5;3.02
55.06;20.37;-8.4;3.05
55.06;20.37;-8.3;3.09
55.07;20.37;-8.19;3.14
55.08;20.37;-8.1;3.18
55.09;20.37;-8.01;3.22
55.1;20.37;-7.93;3.26
55.11;20.37;-7.87;3.29
55.12;20.37;-7.81;3.31
55.13;20.37;-7.77;3.33
55.14;20.37;-7.73;3.34
55.15;20.37;-7.7;3.35
55.15;20.37;-7.67;3.36
55.16;20.37;-7.65;3.37
55.17;20.37;-7.63;3.38
55.18;20.37;-7.62;3.39
55.19;20.37;-7.61;3.4
55.2;20.37;-7.61;3.4
55.21;20.37;-7.61;3.41
55.22;20.37;-7.61;3.41
55.23;20.37;-7.63;3.41
55.24;20.37;-7.64;3.41
55.24;20.37;-7.67;3.4
55.25;20.37;-7.7;3.39
55.26;20.37;-7.73;3.37
55.27;20.37;-7.77;3.35
55.28;20.37;-7.8;3.33
55.29;20.37;-7.84;3.31
55.3;20.37;-7.87;3.29
55.31;20.37;-7.9;3.28
55.32;20.37;-7.92;3.26
55.33;20.37;-7.93;3.26
55.33;20.37;-7.93;3.26
55.34;20.37;-7.93;3.26
55.35;20.37;-7.93;3.25
55.36;20.37;-7.93;3.24
55.37;20.37;-7.94;3.22
55.38;20.37;-7.95;3.18
55.39;20.37;-7.97;3.12
55.4;20.37;-8;3.04
55.41;20.37;-8.02;2.93
55.42;20.37;-8.04;2.78
55.42;20.37;-8.03;2.59
55.43;20.37;-7.99;2.34
55.44;20.37;-7.86;2.02
55.45;20.37;-7.56;1.59
55.46;20.37;-6.83;1.03
54.95;20.39;-9.81;0.55
54.96;20.39;-9.68;1.37
54.97;20.39;-9.57;1.79
54.97;20.39;-9.45;2.09
54.98;20.39;-9.32;2.31
54.99;20.39;-9.19;2.51
55;20.39;-9.05;2.67
55.01;20.39;-8.93;2.79
55.02;20.39;-8.82;2.87
55.03;20.39;-8.72;2.93
55.04;20.39;-8.63;2.97
55.05;20.39;-8.54;3
55.06;20.39;-8.44;3.03
55.06;20.39;-8.35;3.06
55.07;20.39;-8.25;3.1
55.08;20.39;-8.16;3.14
55.09;20.39;-8.08;3.18
55.1;20.39;-8;3.22
55.11;20.39;-7.94;3.25
55.12;20.39;-7.88;3.27
55.13;20.39;-7.84;3.29
55.14;20.39;-7.8;3.31
55.15;20.39;-7.77;3.32
55.15;20.39;-7.74;3.33
55.16;20.39;-7.72;3.34
55.17;20.39;-7.7;3.35
55.18;20.39;-7.69;3.36
55.19;20.39;-7.68;3.37
55.2;20.39;-7.67;3.38
55.21;20.39;-7.67;3.38
55.22;20.39;-7.68;3.38
55.23;20.39;-7.69;3.38
55.24;20.39;-7.71;3.38
55.24;20.39;-7.74;3.37
55.25;20.39;-7.77;3.35
55.26;20.39;-7.81;3.33
55.27;20.39;-7.84;3.31
55.28;20.39;-7.88;3.29
55.29;20.39;-7.91;3.27
55.3;20.39;-7.93;3.27
55.31;20.39;-7.95;3.26
55.32;20.39;-7.96;3.26
55.33;20.39;-7.96;3.27
55.33;20.39;-7.95;3.27
55.34;20.39;-7.95;3.27
55.35;20.39;-7.94;3.26
55.36;20.39;-7.94;3.25
55.37;20.39;-7.95;3.22
55.38;20.39;-7.96;3.18
55.39;20.39;-7.98;3.13
55.4;20.39;-8;3.04
55.41;20.39;-8.03;2.93
55.42;20.39;-8.05;2.79
55.42;20.39;-8.05;2.59
55.43;20.39;-8.01;2.34
55.44;20.39;-7.89;2.01
55.45;20.39;-7.58;1.58
55.46;20.39;-6.85;1.03
54.95;20.4;-9.55;0.5
54.96;20.4;-9.66;1.24
54.97;20.4;-9.58;1.66
54.97;20.4;-9.48;1.96
54.98;20.4;-9.36;2.21
54.99;20.4;-9.22;2.43
55;20.4;-9.07;2.62
55.01;20.4;-8.94;2.75
55.02;20.4;-8.83;2.85
55.03;20.4;-8.73;2.92
55.04;20.4;-8.64;2.96
55.05;20.4;-8.56;2.98
55.06;20.4;-8.48;3.01
55.06;20.4;-8.39;3.05
55.07;20.4;-8.31;3.08
55.08;20.4;-8.22;3.12
55.09;20.4;-8.14;3.15
55.1;20.4;-8.07;3.18
55.11;20.4;-8.01;3.21
55.12;20.4;-7.95;3.24
55.13;20.4;-7.91;3.26
55.14;20.4;-7.87;3.27
55.15;20.4;-7.84;3.28
55.15;20.4;-7.81;3.29
55.16;20.4;-7.79;3.3
55.17;20.4;-7.77;3.31
55.18;20.4;-7.76;3.32
55.19;20.4;-7.75;3.33
55.2;20.4;-7.75;3.34
55.21;20.4;-7.75;3.35
55.22;20.4;-7.76;3.35
55.23;20.4;-7.77;3.35
55.24;20.4;-7.79;3.34
55.24;20.4;-7.82;3.33
55.25;20.4;-7.85;3.31
55.26;20.4;-7.89;3.29
55.27;20.4;-7.92;3.26
55.28;20.4;-7.96;3.24
55.29;20.4;-7.98;3.23
55.3;20.4;-8;3.23
55.31;20.4;-8;3.24
55.32;20.4;-8;3.25
55.33;20.4;-7.98;3.27
55.33;20.4;-7.97;3.27
55.34;20.4;-7.96;3.27
55.35;20.4;-7.95;3.27
55.36;20.4;-7.95;3.25
55.37;20.4;-7.95;3.23
55.38;20.4;-7.96;3.19
55.39;20.4;-7.98;3.13
55.4;20.4;-8.01;3.05
55.41;20.4;-8.03;2.94
55.42;20.4;-8.06;2.79
55.42;20.4;-8.06;2.6
55.43;20.4;-8.02;2.34
55.44;20.4;-7.9;2.01
55.45;20.4;-7.6;1.57
55.46;20.4;-6.87;1.03
54.95;20.42;-4.68;0.6
54.96;20.42;-9.59;1.31
54.97;20.42;-9.57;1.56
54.97;20.42;-9.5;1.84
54.98;20.42;-9.39;2.1
54.99;20.42;-9.25;2.35
55;20.42;-9.1;2.55
55.01;20.42;-8.97;2.71
55.02;20.42;-8.85;2.82
55.03;20.42;-8.74;2.9
55.04;20.42;-8.66;2.95
55.05;20.42;-8.58;2.99
55.06;20.42;-8.5;3.02
55.06;20.42;-8.42;3.05
55.07;20.42;-8.34;3.08
55.08;20.42;-8.27;3.1
55.09;20.42;-8.2;3.13
55.1;20.42;-8.13;3.16
55.11;20.42;-8.07;3.18
55.12;20.42;-8.02;3.2
55.13;20.42;-7.98;3.22
55.14;20.42;-7.94;3.23
55.15;20.42;-7.91;3.25
55.15;20.42;-7.89;3.26
55.16;20.42;-7.87;3.27
55.17;20.42;-7.85;3.28
55.18;20.42;-7.84;3.29
55.19;20.42;-7.83;3.3
55.2;20.42;-7.82;3.31
55.21;20.42;-7.83;3.31
55.22;20.42;-7.84;3.31
55.23;20.42;-7.85;3.3
55.24;20.42;-7.87;3.29
55.24;20.42;-7.9;3.28
55.25;20.42;-7.94;3.26
55.26;20.42;-7.98;3.23
55.27;20.42;-8.01;3.21
55.28;20.42;-8.04;3.19
55.29;20.42;-8.06;3.18
55.3;20.42;-8.06;3.19
55.31;20.42;-8.06;3.2
55.32;20.42;-8.04;3.22
55.33;20.42;-8.02;3.25
55.33;20.42;-7.99;3.26
55.34;20.42;-7.98;3.27
55.35;20.42;-7.96;3.27
55.36;20.42;-7.96;3.26
55.37;20.42;-7.96;3.23
55.38;20.42;-7.97;3.2
55.39;20.42;-7.99;3.14
55.4;20.42;-8.01;3.06
55.41;20.42;-8.04;2.95
55.42;20.42;-8.06;2.8
55.42;20.42;-8.07;2.6
55.43;20.42;-8.04;2.35
55.44;20.42;-7.92;2.02
55.45;20.42;-7.61;1.58
55.46;20.42;-6.89;1.04
54.96;20.43;-9.17;0.47
54.97;20.43;-9.53;1.22
54.97;20.43;-9.51;1.65
54.98;20.43;-9.43;1.97
54.99;20.43;-9.29;2.24
55;20.43;-9.15;2.46
55.01;20.43;-9;2.64
55.02;20.43;-8.87;2.78
55.03;20.43;-8.76;2.88
55.04;20.43;-8.67;2.95
55.05;20.43;-8.59;3
55.06;20.43;-8.52;3.03
55.06;20.43;-8.44;3.06
55.07;20.43;-8.37;3.08
55.08;20.43;-8.31;3.1
55.09;20.43;-8.25;3.12
55.1;20.43;-8.19;3.13
55.11;20.43;-8.14;3.15
55.12;20.43;-8.09;3.17
55.13;20.43;-8.05;3.18
55.14;20.43;-8.01;3.2
55.15;20.43;-7.99;3.21
55.15;20.43;-7.96;3.22
55.16;20.43;-7.94;3.23
55.17;20.43;-7.93;3.24
55.18;20.43;-7.92;3.25
55.19;20.43;-7.91;3.26
55.2;20.43;-7.9;3.27
55.21;20.43;-7.91;3.27
55.22;20.43;-7.92;3.27
55.23;20.43;-7.94;3.26
55.24;20.43;-7.96;3.24
55.24;20.43;-7.99;3.23
55.25;20.43;-8.03;3.2
55.26;20.43;-8.07;3.18
55.27;20.43;-8.1;3.16
55.28;20.43;-8.12;3.14
55.29;20.43;-8.14;3.14
55.3;20.43;-8.13;3.15
55.31;20.43;-8.12;3.16
55.32;20.43;-8.09;3.18
55.33;20.43;-8.06;3.21
55.33;20.43;-8.02;3.24
55.34;20.43;-8;3.26
55.35;20.43;-7.98;3.26
55.36;20.43;-7.97;3.26
55.37;20.43;-7.96;3.24
55.38;20.43;-7.97;3.2
55.39;20.43;-7.99;3.14
55.4;20.43;-8.02;3.06
55.41;20.43;-8.05;2.95
55.42;20.43;-8.07;2.8
55.42;20.43;-8.08;2.61
55.43;20.43;-8.05;2.36
55.44;20.43;-7.93;2.02
55.45;20.43;-7.62;1.59
55.46;20.43;-6.89;1.04
54.96;20.45;-4.4;0.59
54.97;20.45;-9.5;1.29
54.97;20.45;-9.53;1.55
54.98;20.45;-9.45;1.84
54.99;20.45;-9.34;2.11
55;20.45;-9.19;2.36
55.01;20.45;-9.05;2.55
55.02;20.45;-8.91;2.71
55.03;20.45;-8.79;2.83
55.04;20.45;-8.69;2.93
55.05;20.45;-8.6;2.99
55.06;20.45;-8.53;3.02
55.06;20.45;-8.46;3.05
55.07;20.45;-8.4;3.07
55.08;20.45;-8.34;3.08
55.09;20.45;-8.29;3.1
55.1;20.45;-8.24;3.11
55.11;20.45;-8.2;3.12
55.12;20.45;-8.15;3.14
55.13;20.45;-8.11;3.16
55.14;20.45;-8.08;3.17
55.15;20.45;-8.06;3.18
55.15;20.45;-8.03;3.19
55.16;20.45;-8.02;3.2
55.17;20.45;-8;3.2
55.18;20.45;-7.99;3.21
55.19;20.45;-7.99;3.22
55.2;20.45;-7.98;3.23
55.21;20.45;-7.99;3.23
55.22;20.45;-8;3.23
55.23;20.45;-8.02;3.22
55.24;20.45;-8.05;3.2
55.24;20.45;-8.08;3.18
55.25;20.45;-8.12;3.16
55.26;20.45;-8.15;3.14
55.27;20.45;-8.18;3.12
55.28;20.45;-8.2;3.11
55.29;20.45;-8.2;3.11
55.3;20.45;-8.19;3.12
55.31;20.45;-8.17;3.14
55.32;20.45;-8.14;3.16
55.33;20.45;-8.1;3.19
55.33;20.45;-8.06;3.22
55.34;20.45;-8.02;3.25
55.35;20.45;-7.99;3.26
55.36;20.45;-7.98;3.26
55.37;20.45;-7.97;3.24
55.38;20.45;-7.98;3.2
55.39;20.45;-8;3.15
55.4;20.45;-8.03;3.07
55.41;20.45;-8.06;2.95
55.42;20.45;-8.08;2.81
55.42;20.45;-8.09;2.61
55.43;20.45;-8.06;2.36
55.44;20.45;-7.93;2.02
55.45;20.45;-7.62;1.58
55.46;20.45;-6.87;1.03
54.97;20.47;-9.18;0.47
54.97;20.47;-9.51;1.19
54.98;20.47;-9.47;1.64
54.99;20.47;-9.37;1.98
55;20.47;-9.24;2.23
55.01;20.47;-9.1;2.44
55.02;20.47;-8.96;2.62
55.03;20.47;-8.84;2.76
55.04;20.47;-8.72;2.87
55.05;20.47;-8.63;2.94
55.06;20.47;-8.55;2.99
55.06;20.47;-8.49;3.02
55.07;20.47;-8.44;3.04
55.08;20.47;-8.39;3.06
55.09;20.47;-8.34;3.07
55.1;20.47;-8.3;3.08
55.11;20.47;-8.25;3.1
55.12;20.47;-8.21;3.11
55.13;20.47;-8.17;3.13
55.14;20.47;-8.14;3.14
55.15;20.47;-8.12;3.15
55.15;20.47;-8.1;3.16
55.16;20.47;-8.09;3.17
55.17;20.47;-8.08;3.17
55.18;20.47;-8.07;3.17
55.19;20.47;-8.07;3.18
55.2;20.47;-8.07;3.19
55.21;20.47;-8.07;3.19
55.22;20.47;-8.09;3.18
55.23;20.47;-8.11;3.17
55.24;20.47;-8.14;3.15
55.24;20.47;-8.17;3.13
55.25;20.47;-8.2;3.11
55.26;20.47;-8.23;3.1
55.27;20.47;-8.25;3.09
55.28;20.47;-8.26;3.09
55.29;20.47;-8.25;3.1
55.3;20.47;-8.23;3.12
55.31;20.47;-8.2;3.14
55.32;20.47;-8.17;3.15
55.33;20.47;-8.13;3.18
55.33;20.47;-8.08;3.21
55.34;20.47;-8.04;3.24
55.35;20.47;-8.01;3.25
55.36;20.47;-7.99;3.25
55.37;20.47;-7.98;3.24
55.38;20.47;-7.99;3.2
55.39;20.47;-8.01;3.15
55.4;20.47;-8.03;3.07
55.41;20.47;-8.07;2.95
55.42;20.47;-8.09;2.81
55.42;20.47;-8.1;2.61
55.43;20.47;-8.07;2.35
55.44;20.47;-7.94;2
55.45;20.47;-7.61;1.56
55.46;20.47;-6.86;1.02
54.97;20.48;-4.43;0.6
54.97;20.48;-9.51;1.31
54.98;20.48;-9.44;1.56
54.99;20.48;-9.38;1.81
55;20.48;-9.28;2.07
55.01;20.48;-9.15;2.31
55.02;20.48;-9.02;2.51
55.03;20.48;-8.89;2.67
55.04;20.48;-8.77;2.79
55.05;20.48;-8.67;2.88
55.06;20.48;-8.59;2.95
55.06;20.48;-8.53;2.99
55.07;20.48;-8.48;3.02
55.08;20.48;-8.43;3.03
55.09;20.48;-8.39;3.04
55.1;20.48;-8.35;3.05
55.11;20.48;-8.31;3.07
55.12;20.48;-8.27;3.09
55.13;20.48;-8.23;3.11
55.14;20.48;-8.2;3.12
55.15;20.48;-8.18;3.13
55.15;20.48;-8.16;3.14
55.16;20.48;-8.15;3.14
55.17;20.48;-8.15;3.14
55.18;20.48;-8.15;3.14
55.19;20.48;-8.15;3.15
55.2;20.48;-8.15;3.15
55.21;20.48;-8.16;3.15
55.22;20.48;-8.17;3.14
55.23;20.48;-8.2;3.13
55.24;20.48;-8.23;3.11
55.24;20.48;-8.26;3.09
55.25;20.48;-8.28;3.08
55.26;20.48;-8.3;3.07
55.27;20.48;-8.31;3.07
55.28;20.48;-8.31;3.07
55.29;20.48;-8.3;3.08
55.3;20.48;-8.27;3.11
55.31;20.48;-8.23;3.13
55.32;20.48;-8.2;3.15
55.33;20.48;-8.16;3.18
55.33;20.48;-8.11;3.21
55.34;20.48;-8.06;3.24
55.35;20.48;-8.02;3.25
55.36;20.48;-8;3.26
55.37;20.48;-7.99;3.24
55.38;20.48;-8;3.2
55.39;20.48;-8.01;3.15
55.4;20.48;-8.04;3.06
55.41;20.48;-8.08;2.95
55.42;20.48;-8.1;2.8
55.42;20.48;-8.11;2.6
55.43;20.48;-8.08;2.33
55.44;20.48;-7.94;1.98
55.45;20.48;-7.61;1.54
55.46;20.48;-6.85;1
54.97;20.5;-9.32;0.5
54.98;20.5;-9.27;1.22
54.99;20.5;-9.36;1.59
55;20.5;-9.32;1.9
55.01;20.5;-9.21;2.16
55.02;20.5;-9.07;2.38
55.03;20.5;-8.95;2.56
55.04;20.5;-8.83;2.7
55.05;20.5;-8.72;2.82
55.06;20.5;-8.63;2.9
55.06;20.5;-8.57;2.96
55.07;20.5;-8.52;2.99
55.08;20.5;-8.47;3
55.09;20.5;-8.44;3.01
55.1;20.5;-8.4;3.03
55.11;20.5;-8.36;3.04
55.12;20.5;-8.32;3.06
55.13;20.5;-8.29;3.09
55.14;20.5;-8.26;3.1
55.15;20.5;-8.23;3.11
55.15;20.5;-8.22;3.12
55.16;20.5;-8.21;3.12
55.17;20.5;-8.21;3.12
55.18;20.5;-8.21;3.12
55.19;20.5;-8.22;3.12
55.2;20.5;-8.22;3.12
55.21;20.5;-8.23;3.11
55.22;20.5;-8.25;3.11
55.23;20.5;-8.28;3.09
55.24;20.5;-8.31;3.07
55.24;20.5;-8.33;3.05
55.25;20.5;-8.35;3.04
55.26;20.5;-8.37;3.04
55.27;20.5;-8.37;3.04
55.28;20.5;-8.36;3.05
55.29;20.5;-8.34;3.07
55.3;20.5;-8.31;3.09
55.31;20.5;-8.27;3.12
55.32;20.5;-8.22;3.15
55.33;20.5;-8.18;3.18
55.33;20.5;-8.12;3.21
55.34;20.5;-8.08;3.24
55.35;20.5;-8.04;3.25
55.36;20.5;-8.01;3.26
55.37;20.5;-8;3.24
55.38;20.5;-8;3.2
55.39;20.5;-8.03;3.14
55.4;20.5;-8.06;3.06
55.41;20.5;-8.09;2.94
55.42;20.5;-8.12;2.79
55.42;20.5;-8.13;2.58
55.43;20.5;-8.09;2.31
55.44;20.5;-7.95;1.96
55.45;20.5;-7.61;1.53
